,loss,accuracy,val_loss,val_accuracy
0,0.41501182317733765,0.802355170249939,0.330214262008667,0.8679457306861877
1,0.2958660423755646,0.8734541535377502,0.28580719232559204,0.8823353052139282
2,0.2689301073551178,0.8859315514564514,0.2586812973022461,0.8934272527694702
3,0.24818627536296844,0.8960832953453064,0.24284662306308746,0.8977741003036499
4,0.24282865226268768,0.8994795083999634,0.25451281666755676,0.8979989290237427
5,0.22467750310897827,0.9065672159194946,0.2634112536907196,0.8929775953292847
6,0.21509651839733124,0.9125475287437439,0.2280440479516983,0.9083414673805237
7,0.2194066196680069,0.9102218747138977,0.2255082130432129,0.9085662961006165
8,0.20991681516170502,0.9167558550834656,0.2163693755865097,0.9101401567459106
9,0.20695169270038605,0.9180479049682617,0.2354917973279953,0.907741904258728
10,0.18226489424705505,0.9266861081123352,0.2152024805545807,0.9135876297950745
11,0.17304275929927826,0.9293439984321594,0.20259132981300354,0.9177096486091614
12,0.16678915917873383,0.9320019483566284,0.20551413297653198,0.920632541179657
13,0.16030514240264893,0.9345121383666992,0.21929092705249786,0.9162107706069946
14,0.15370063483715057,0.9390896558761597,0.2165338397026062,0.9186839461326599
15,0.14561405777931213,0.9408615827560425,0.2379830777645111,0.9114142060279846
16,0.13837815821170807,0.9453652501106262,0.2073526829481125,0.919358491897583
17,0.12949872016906738,0.9482815861701965,0.21248795092105865,0.9162856936454773
18,0.12443014979362488,0.9506441950798035,0.23144979774951935,0.9191336035728455
19,0.12689153850078583,0.9505334496498108,0.21342980861663818,0.9196582436561584
20,0.10943741351366043,0.9575473666191101,0.238065704703331,0.920107901096344
21,0.10174790024757385,0.960352897644043,0.2230149507522583,0.9189087748527527
22,0.09477616846561432,0.964044451713562,0.24178139865398407,0.9216817617416382
23,0.08830297738313675,0.9657425284385681,0.23212499916553497,0.9198830723762512
24,0.08322130888700485,0.9688065052032471,0.23496107757091522,0.9185340404510498
