,loss,accuracy,val_loss,val_accuracy
0,0.29926252365112305,0.8759275078773499,0.1929292231798172,0.9243049025535583
1,0.13848797976970673,0.9472848773002625,0.1833396553993225,0.924904465675354
2,0.0956702008843422,0.9664808511734009,0.19180108606815338,0.9252042174339294
3,0.06781330704689026,0.9760788679122925,0.20422416925430298,0.9255789518356323
4,0.0492677204310894,0.983055830001831,0.24109935760498047,0.915086567401886
5,0.03575742989778519,0.9886300563812256,0.2683247923851013,0.9141122698783875
6,0.02782231755554676,0.9916202425956726,0.31286653876304626,0.9061680436134338
7,0.019986802712082863,0.9934659600257874,0.3520943522453308,0.907741904258728
8,0.014428348280489445,0.9957916736602783,0.38520264625549316,0.9028704166412354
9,0.010476927272975445,0.9972682595252991,0.39588749408721924,0.9096904993057251
10,0.007789673283696175,0.9978958368301392,0.449601411819458,0.9008468985557556
11,0.007332331500947475,0.9976743459701538,0.5048118829727173,0.8963501453399658
12,0.007347102276980877,0.9974528551101685,0.49073195457458496,0.9035449028015137
13,0.002870297757908702,0.9995201230049133,0.5542556643486023,0.89792400598526
14,0.00184400484431535,0.999630868434906,0.5603327751159668,0.9007719159126282
15,0.0019199521047994494,0.9995201230049133,0.6140015721321106,0.8988233804702759
16,0.005051385145634413,0.9984126687049866,0.6121528744697571,0.9010717272758484
17,0.002538377419114113,0.9992616772651672,0.6227388978004456,0.8972495198249817
18,0.0018151435069739819,0.999630868434906,0.6592274904251099,0.8979989290237427
19,0.0008194653782993555,0.9998523592948914,0.707065224647522,0.8935022354125977
20,0.00030909207998774946,0.999963104724884,0.7085044980049133,0.8969497084617615
21,9.57514057517983e-05,1.0,0.7241694331169128,0.8970996141433716
22,4.668853580369614e-05,1.0,0.7419993281364441,0.896649956703186
23,3.0082073863013647e-05,1.0,0.7612486481666565,0.8977741003036499
24,2.0828147171414457e-05,1.0,0.785301923751831,0.8973244428634644
